strain_name	accession_number	lead_author	permission_type	publication_pubmed_id	permission_to_use	preliminarily_include
COL/FLR_00015/2015	MF574567	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00012/2015	MF574568	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00024/2015	MF574569	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00010/2015	MF574570	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00005/2015	MF574571	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00009/2015	MF574572	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00018/2015	MF574573	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00019/2015	MF574574	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00016/2015	MF574575	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00014/2015	MF574576	Moser	previously_published	29371358	not_necessary	yes
COL/FLR_00020/2015	MF574577	Moser	previously_published	29371358	not_necessary	yes
COL/PRV_00028/2015	MF574578	Pickett 	unpublished	NA	use_permission_granted	yes
COL/PRV_00027/2015	MF574579	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00042/2015	MF574580	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00034/2015	MF574581	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00036/2015	MF574582	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00041/2015	MF574583	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00040/2015	MF574584	Pickett 	unpublished	NA	use_permission_granted	yes
COL/PAN_00029/2015	MF574585	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00038/2015	MF574586	Pickett 	unpublished	NA	use_permission_granted	yes
COL/PAN_00030/2015	MF574587	Pickett 	unpublished	NA	use_permission_granted	yes
COL/FLR_00035/2015	MF574588	Pickett 	unpublished	NA	use_permission_granted	yes
MRS_OPY_Martinique_PaRi_2015	KU647676	Piorkowski 	previously_published	27274849	not_necessary	yes
Dominican_Republic/2016/ZB	MF664436	Prilipov 	unpublished	NA	permission_not_received	no
TS17_2016	KX806557	Pyke 	unpublished	NA	permission_not_received	no
Colombia/2016/ZC188Se	KY317936	Quick 	previously_published	28538739	not_necessary	yes
Colombia/2016/ZC192Se	KY317937	Quick 	previously_published	28538739	not_necessary	yes
Colombia/2016/ZC199Se	KY317938	Quick 	previously_published	28538739	not_necessary	yes
Colombia/2016/ZC204Se	KY317939	Quick 	previously_published	28538739	not_necessary	yes
Colombia/2016/ZC207Se	KY317940	Quick 	previously_published	28538739	not_necessary	yes
MR776	KX830960	Schwarz 	incomplete_data	incomplete_data	incomplete_data	no
MEX_ENCB165	KY631493	Sevilla-Reyes 	unpublished	NA	permission_not_received	no
ENCB165P4	KY631494	Sevilla-Reyes 	unpublished	NA	permission_not_received	no
COL/FLR/2015	KX087102	Shabman 	unpublished	NA	use_permission_granted	yes
PAN/CDC_259359_V1_V3/2015	KX156774	Shabman 	unpublished	NA	use_permission_granted	yes
PAN/CDC_259249_V1_V3/2015	KX156775	Shabman 	unpublished	NA	use_permission_granted	yes
PAN/CDC_259364_V1_V2/2015	KX156776	Shabman 	unpublished	NA	use_permission_granted	yes
PAN/BEI_259634_V4/2016	KX198135	Shabman 	unpublished	NA	use_permission_granted	yes
Aedessp/MEX/MEX_2_81/2016	KX446950	Shabman 	unpublished	NA	use_permission_granted	yes
Aedessp/MEX/MEX_I_7/2016	KX446951	Shabman 	unpublished	NA	use_permission_granted	yes
HND/R103451/2015	KX694534	Shabman 	unpublished	NA	use_permission_granted	yes
Aedes_aegypti/MEX/MEX_I_44/2016	KY648934	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/7252_12A1/2016	KY765317	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/6406_13A1/2016	KY765320	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/4886_12A1/2016	KY765321	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/8610_13A1/2016	KY765324	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/5005_13A1/2016	KY765325	Shabman 	unpublished	NA	use_permission_granted	yes
NIC/6188_13A1/2016	KY765326	Shabman 	unpublished	NA	use_permission_granted	yes
MEX/R116265/2016	MG595216	Shabman 	unpublished	NA	use_permission_granted	yes
BR/AM/16800005	KY631492	Souza 	unpublished	NA	permission_not_received	no
NL00013	KU937936	Stalin Raj 	unpublished	NA	permission_not_received	no
VIE/Bra/2016	MF376166	Stiasny 	unpublished	NA	permission_not_received	no
V16288	MF073357	Strottmann 	unpublished	NA	permission_not_received	no
V15261	MF073358	Strottmann 	unpublished	NA	permission_not_received	no
V15098	MF073359	Strottmann 	unpublished	NA	permission_not_received	no
USA/UT_1/2016	KX827268	Swaminathan 	previously_published	27681699	not_necessary	yes
Nica2_16	KX421194	Tabata 	previously_published	27443522	not_necessary	yes
Nica1_16	KX421195	Tabata 	previously_published	27443522	not_necessary	yes
Chiba/S36/2016	LC191864	Taira 				
SG_EHI_/33164Y17	MF988734	Tan 	unpublished	NA	permission_not_received	no
MEX/41_022_F_V3_O/2016	MH157195	Tan 	unpublished	NA	permission_not_received	no
MEX/41_023_F_V7_O/2016	MH157196	Tan 	unpublished	NA	permission_not_received	no
MEX/41_006_F_V7_O/2016	MH157197	Tan 	unpublished	NA	permission_not_received	no
MEX/42_018_F_V7_O/2016	MH157198	Tan 	unpublished	NA	permission_not_received	no
MEX/41_017_F_V0_O/2016	MH157199	Tan 	unpublished	NA	permission_not_received	no
MEX/43_023_F_V0_O/2016	MH157200	Tan 	unpublished	NA	permission_not_received	no
MEX/41_001_F_V7_O/2016	MH157201	Tan 	unpublished	NA	permission_not_received	no
MEX/41_017_F_V3_O/2016	MH157202	Tan 	unpublished	NA	permission_not_received	no
MEX/42_001_F_V3_O/2016	MH157203	Tan 	unpublished	NA	permission_not_received	no
MEX/43_023_F_V3_O/2016	MH157204	Tan 	unpublished	NA	permission_not_received	no
MEX/41_017_F_V7_O/2016	MH157205	Tan 	unpublished	NA	permission_not_received	no
MEX/42_018_F_V3_O/2016	MH157206	Tan 	unpublished	NA	permission_not_received	no
MEX/41_022_F_V7_O/2016	MH157207	Tan 	unpublished	NA	permission_not_received	no
MEX/41_022_F_V0_O/2016	MH157208	Tan 	unpublished	NA	permission_not_received	no
MEX/41_006_F_V0_O/2016	MH157209	Tan 	unpublished	NA	permission_not_received	no
MEX/41_023_F_V3_O/2016	MH157210	Tan 	unpublished	NA	permission_not_received	no
MEX/42_007_F_V3_O/2016	MH157211	Tan 	unpublished	NA	permission_not_received	no
MEX/42_016_F_V0_O/2016	MH157212	Tan 	unpublished	NA	permission_not_received	no
MEX/41_001_F_V3_O/2016	MH157213	Tan 	unpublished	NA	permission_not_received	no
MEX/42_001_F_V0_O/2016	MH157214	Tan 	unpublished	NA	permission_not_received	no
HS_2015_BA_01	KX520666	Xavier-neto	previously_published	28231241	not_necessary	yes
NIC/1304_13A1/2016	MF434516	Theze 	previously_published	29805095	not_necessary	yes
NIC/1659_13A1/2016	MF434517	Theze 	previously_published	29805095	not_necessary	yes
NIC/5256_13A1/2016	MF434518	Theze 	previously_published	29805095	not_necessary	yes
NIC/5338_13A1/2016	MF434519	Theze 	previously_published	29805095	not_necessary	yes
NIC/5847_12B1/2016	MF434520	Theze 	previously_published	29805095	not_necessary	yes
NIC/6547_13A1/2016	MF434521	Theze 	previously_published	29805095	not_necessary	yes
NIC/7253_13A1/2016	MF434522	Theze 	previously_published	29805095	not_necessary	yes
SLV/2016/ElSalvador_1055	MF801377	Theze 	previously_published	29805095	not_necessary	yes
GTM/2016/Guatemala_3921	MF801378	Theze 	previously_published	29805095	not_necessary	yes
GTM/2016/Guatemala_3294	MF801379	Theze 	previously_published	29805095	not_necessary	yes
GTM/2016/Guatemala_2411	MF801380	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_24	MF801381	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_25	MF801382	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_4102	MF801383	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1031	MF801384	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1055	MF801385	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1083	MF801386	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1122	MF801387	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1138	MF801388	Theze 	previously_published	29805095	not_necessary	yes
HND/2016/Honduras_1162	MF801389	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/Mexico_1	MF801390	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/Mexico_3502	MF801391	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/Mexico_4227	MF801392	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex01	MF801393	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex04	MF801394	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex05	MF801395	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex14	MF801396	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex16	MF801397	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex17	MF801398	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex19	MF801399	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex20	MF801400	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex23	MF801401	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex24	MF801402	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex25	MF801403	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex26	MF801404	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex27	MF801405	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex28	MF801406	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex29	MF801407	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex30	MF801408	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex31	MF801409	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex32	MF801410	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex33	MF801411	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex34	MF801412	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex35	MF801413	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex36	MF801414	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex37	MF801415	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex38	MF801416	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex40	MF801417	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex42	MF801418	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex43	MF801419	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex44	MF801420	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex45	MF801421	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex46	MF801422	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex47	MF801423	Theze 	previously_published	29805095	not_necessary	yes
MEX/2016/mex50	MF801424	Theze 	previously_published	29805095	not_necessary	yes
NIC/2016/Nicaragua_3358	MF801425	Theze 	previously_published	29805095	not_necessary	yes
NIC/2016/Nicaragua_3912	MF801426	Theze 	previously_published	29805095	not_necessary	yes
GD01	KU740184	Tong 	unpublished	NA	permission_not_received	no
ZJ03	KU761560	Tong 	unpublished	NA	permission_not_received	no
ZJ02	KU761561	Tong 	unpublished	NA	permission_not_received	no
PF13/251013_18	KX369547	Troesemeier 	previously_published	27587826	not_necessary	yes
Paraiba_01	KX280026	Tsetsarkin 	previously_published	27555311	not_necessary	yes
Mexico/INPER38b/2016	MG494697	Valdespino-Vazquez 	unpublished	NA	permission_not_received	no
SL1602	KY348640	van Boheemen 	previously_published	28539654	not_necessary	yes
CX5	KX986760	Wallau 	unpublished	NA	permission_not_received	no
CX17	KX986761	Wallau 	unpublished	NA	permission_not_received	no
Haiti/0029/2014	KY415986	White 	unpublished	NA	permission_not_received	no
Haiti/0033/2014	KY415987	White 	unpublished	NA	permission_not_received	no
Haiti/0054/2014	KY415988	White 	unpublished	NA	permission_not_received	no
Haiti/0074/2014	KY415989	White 	unpublished	NA	permission_not_received	no
Haiti/0036/2014	KY415990	White 	unpublished	NA	permission_not_received	no
Haiti/0097/2014	KY415991	White 	unpublished	NA	permission_not_received	no
mosquito/Haiti/1682/2016	MF384325	White 	unpublished	NA	permission_not_received	no
EC/Esmeraldas/121/2016	MF794971	Wise 	unpublished	NA	permission_not_received	no
GDZ16001	KU761564	Sun	previously_published	28712937	not_necessary	yes
Z16006	KU955589	Sun	previously_published	28712937	not_necessary	yes
Z16019	KU955590	Sun	previously_published	28712937	not_necessary	yes
ZKC2/2016	KX253996	Wu 	unpublished	NA	permission_not_received	no
Zhejiang04	KX117076	Zhang 	unpublished	NA	permission_not_received	no
CN/SZ02/2016	KX185891	Zhao 	unpublished	NA	permission_not_received	no
ZBRC13	ZBRC13	ZiBRA	unpublished	NA	permission_not_received	no
ZBRC15	ZBRC15	ZiBRA	unpublished	NA	permission_not_received	no
